razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Salesla Assegurances I Assessorament Financer Sociedad Limitada.,"Objeto socialActividades de agente de seguros exclusivo. con cnae 6622, siendo éste el correspondiente a la actividad principal. representante o agente de empresas de servicios de inversión, con cnae 6492 y 6499.",CIFB40616591,Forma jurídicaSociedad limitada,Actividades de agentes de seguros. Agencia de mediación de seguros exclusivos,Actividad CNAE6622 - Actividades de agentes y corredores de seguros,SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución14-11-2019,Fecha último cambio22-6-2025,"Calle major, 11 - bajo, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SALESLA-ASSEGURANCES-ASSESSORAMENT-FINANCER.html
Hans Paredes Sl,"Objeto socialAdquisicion de terrenos, fincas para su venta, parcelacion urbanizacion. redistribucion y edificacion sobre los mismos de construcciones destinadas a viviendas, locales, establecimientos fabriles, comerciales o de cualqu",CIFB96886932,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución7-10-1999,Fecha último cambio6-7-2025,"Calle 6, par, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/HANS-PAREDES.html
Valen Plant Sl,Objeto socialVivero de plantas.,CIFB96895974,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE4622 - Comercio al por mayor de flores y plantas,SectorComercio,Estado de la empresaViva,Fecha de constitución5-10-1999,Fecha último cambio29-6-2025,"Calle florida camino de la coma, pol. 41 -parc. 269, picassent, 46220, valencia",961222179,,valentplant@valen-plant.com,https://empresite.eleconomista.es/VALEN-PLANT.html
Cristalkily Sl,"Objeto socialA. comprar, vender y ceder derechos de imagen y exclusivas publicitarias. ceder, desarrollar, disenar, organizar y participar en actos, campanas, estudios y montajes publicitarios o afines de todo tipo. b. la compraventa",CIFB97219364,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución11-6-2002,Fecha último cambio1-6-2025,"Calle nou, 23 - aptdo correos 41, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CRISTALKILY.html
Escola Infantil Xiquets Sll,Objeto socialGuarderia y ensenanza de educacion infantil.,CIFB96699947,Forma jurídicaSociedad limitada laboral,Actividades relacionadas,Actividad CNAE8891 - Actividades de cuidado diurno de niños,SectorSanidad,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución12-3-1998,,"Calle nou, 9, picassent, 46220, valencia",963943461,,,https://empresite.eleconomista.es/ESCOLA-INFANTIL-XIQUETS.html
Patrimonial Fin De Siglo S.l.,"Objeto socialLa adquisicion venta y administracion de toda clase de fincas rusticas y urbanas. quedan excluidas del objeto social todas aquellas actividades que requieran para su ejercicio el cumplimiento de formalidades, requisitos,",CIFB96898382,Forma jurídicaSociedad limitada,"41.10 / Promoción inmobiliaria. Otras actividades: 55.20 / Alojamientos turísticos y otros alojamientos de corta estancia, 90.01 / Artes escénicas, 81.29 / Otras actividades de limpieza, 77.34 / Alquiler de medios de navegación, 41.21 / Construcción de edificios residenciales, 4",Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución20-10-1999,,"Calle doctor soler, 9, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PATRIMONIAL-FIN-SIGLO.html
Valenciana De Tripas Y Subproductos Sl,"Objeto socialEl sacrificio y despiece de ganado en general, la obtencion de carnes, despojos, y subproductos carnicos frescos, refrigerados o congelados, de todo tipo de ganado. en todo tipo de mataderos. la elaboracion y comercializ",CIFB96732136,Forma jurídicaSociedad limitada,"ActividadComercio al por mayor de carnes, productos y derivados carnicos elaborados, huevos, aves y caza",Actividad CNAE4632 - Comercio al por mayor de carne y productos cárnicos,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución8-4-1998,,"Calle 1 (poligono industrial picassent), 17, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/VALENCIANA-TRIPAS-SUBPRODUCTOS.html
Jopari 3 Sl,"a. la compraventa y explotacion de toda clase de fincas rusticas o urbanas. b. la urbanizacion, parcelacion, construccion, promocion y rehabilitacion, por cuenta propia o ajena de todo tipo",CIFB97592281,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución23-6-2005,Fecha último cambio27-7-2025,"Plaza ramon i cajal, 22 - bj, picassent, 46220, valencia",961588195,,franmaso1955@gmal.com,https://empresite.eleconomista.es/JOPARI-3.html
Pescados E Guillem Sl,Objeto socialComercio al mayor de pescados y mariscos congelados.,CIFB46225769,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE4638 - Comercio al por mayor de pescados, mariscos y otros productos alimenticios",SectorComercio,Estado de la empresaViva,Fecha de constitución1-1-1984,Fecha último cambio5-10-2025,"Calle el motor, 41 - a, picassent, 46220, valencia",961218844,,eguillem@eguillem.com,https://empresite.eleconomista.es/PESCADOS-GUILLEM.html
Eighteen October 2001 Slu,Objeto socialComercialización de artículos de moda para mujer y especialistas en tallas grandes.,CIFB97063028,Forma jurídicaSociedad limitada,"46.16-Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero Otras actividades: 47.72-Comercio al por menor de calzado y artículos de cuero en establecimientos especializados, 62.02-Actividades de consultoría informática, 46.41-Comerc",Actividad CNAE4642 - Comercio al por mayor de prendas de vestir y calzado,SectorComercio,Estado de la empresaViva,Fecha de constitución13-3-2001,Fecha último cambio19-10-2025,"Poligono industrial, parc. d-5 nave 10, picassent, 46220, valencia",963524799,,info@october.es,https://empresite.eleconomista.es/EIGHTEEN-OCTOBER-2001.html
Automotive Engineering Sl,"a) deposito, almacenaje y control de calidad de mercancías y productos relacionados con el sector del automóvil. b) representaciones comerciales de empresas de cualquier clase y de productos, bienes o mercancías relacionadas con el automóvil. c) comercio, importación.",CIFB46911624,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.",SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución19-7-1991,Fecha último cambio7-9-2025,"Avenida nord, 15 -4, picassent, 46220, valencia",961240511,,,https://empresite.eleconomista.es/AUTOMOTIVE-ENGINEERING.html
Natural Choice Sl,"Objeto socialLa sociedad tendra por objeto la adquisicion por cualquier titulo, administracion, gestion, disfrute y enajenacion de acciones y participaciones representativas del capital de cualquier clase de sociedades, obligaciones",CIFB97178321,Forma jurídicaSociedad limitada,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución16-4-2002,Fecha último cambio24-11-2024,"Avenida aureli guaita i martorell, 15 - 4º 8ª martor, picassent, 46220, valencia",,,joseluis.moya@tervalis.es,https://empresite.eleconomista.es/NATURAL-CHOICE.html
Coypar 2000 Sl,Objeto socialFabricacion y venta de barandillas de madera torneada,CIFB96659982,Forma jurídicaSociedad limitada,ActividadFabricación de otros muebles,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución24-10-1997,,"Avenida nord, 27 - bj, picassent, 46220, valencia",961221554,,,https://empresite.eleconomista.es/COYPAR-2000.html
Mago Tours Sl,"Objeto socialA. la mediacion en la venta de billetes o reserva de plazas en toda clase de medios de transporte, asi como la reserva de habitaciones y servicios en las empresas turisticas y particularmente en los establecimientos de a",CIFB96907381,Forma jurídicaSociedad limitada,"79.11 Actividades de las agencias de viajes Otras actividades: 46.51 Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos, 68.20 Alquiler de bienes inmobiliarios por cuenta propia, 85.59 Otra educación, 68.32 Gestión y administración de la propi",Actividad CNAE7911 - Actividades de las agencias de viajes,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución26-10-1999,Fecha último cambio10-8-2025,"Avenida de l'om, 17 - 21 bj, picassent, 46220, valencia",961751153,,administracion@magotours.com,https://empresite.eleconomista.es/MAGO-TOURS.html
Suministros Paiporta Sl,"Objeto socialLa compra, importacion, venta y exportacion de todo tipo de articulos de ferreteria y cerrajeria asi como de todo tipo de elementos destinados a la construccion de obra civil.",CIFB96010343,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución10-2-1992,Fecha último cambio17-8-2025,"Avenida principal, par 504/a, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SUMINISTROS-PAIPORTA.html
Los Leones De La Madera Slu,Objeto socialFabricación de todo tipo de muebles de madera.,CIFB46254173,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaViva,Fecha de constitución11-1-1985,Fecha último cambio7-9-2025,"Calle 6 (poligono industrial picassent), picassent, 46220, valencia",961242410,,losleones@losleonesdelamadera.com,https://empresite.eleconomista.es/LEONES-MADERA.html
Omni Cargo S.l.,Objeto socialEl transporte de mercancias por carretera.,CIFB97027577,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaCierre de hoja registral,Fecha de constitución12-2-2001,,"Poligono industrial, 5 - par cl uno, picassent, 46220, valencia",961221850,,,https://empresite.eleconomista.es/OMNI-CARGO.html
Satinforlingua Sl,"a). el comercio al por mayor y menor de aparatos y material radioeléctrico y electrónico, así como máquinas, material y equipos de oficina, accesorios y complementos, su instalación y reparación, y la cesión de los mismos. b). la prestación de los siguientes servicio.",CIFB97150981,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE7733 - Alquiler de maquinaria y equipo de oficina, incluidos ordenadores",SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución29-1-2002,Fecha último cambio24-8-2025,"Poligono industrial cañada de codonyers, nave h, picassent, 46220, valencia",961221010,,info@inforlingua.es,https://empresite.eleconomista.es/SATINFORLINGUA.html
Tam Auditores Asociados Sl,Objeto socialLa actividad propia de los profesionales de las auditorias y censuras de cuentas.,CIFB46695987,Forma jurídicaSociedad limitada profesional,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal. CNAE 69.20. Otras actividades de consultoría de gestión empresarial. CNAE 70.20. Servicios de intermediación para actividades inmobiliarias. CNAE 68.31 Otras actividades inmobiliarias por cuenta de terceros. CNAE 68.32. A","Actividad CNAE6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución6-7-1990,Fecha último cambio17-8-2025,"Calle calvari, 10 - bj, picassent, 46220, valencia",961232272,,acofis.admon@gmail.com,https://empresite.eleconomista.es/TAM-AUDITORES-ASOCIADOS-PROFESIONAL.html
Carpinteria En Madera Y Pvc San Jose Sl,"Objeto socialLa fabricacion de puertas, ventanas y muebles en madera, pvc y aluminio.",CIFB96456512,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE1623 - Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución16-1-1996,,"Calle marques de dosaigues, 52, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CARPINTERIA-MADERA-PVC-SAN-JOSE.html
Servalgar Sl,"Objeto socialEl transporte por carretera, almacenaje y manipulacion de cereales.",CIFB97196133,Forma jurídicaSociedad limitada,"46.21 / Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales. Otras actividades: 47.76 / Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados. Si a","Actividad CNAE4621 - Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",SectorComercio,Estado de la empresaViva,Fecha de constitución14-5-2002,Fecha último cambio2-11-2025,"Calle major, 11, picassent, 46220, valencia",,,63@hotmail.com,https://empresite.eleconomista.es/SERVALGAR.html
Sofmi Productos Y Servicios Sl,"Objeto socialEl comercio al por mayor interindustrial de productos maquinaria y material de uso general tales como motores, turbinas, maquinaria para manipulacion de fluidos, motores generadores electricos, equipos y material de dist",CIFB96465810,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4675 - Comercio al por mayor de productos químicos,SectorComercio,Estado de la empresaViva,Fecha de constitución29-11-1995,Fecha último cambio23-2-2025,"Calle 6 (poligono industrial picassent), 24 - pol industrial de picassent, picassent, 46220, valencia",961220320,,,https://empresite.eleconomista.es/SOFMI-PRODUCTOS-SERVICIOS.html
Moval Mobiliario Sl,"Objeto socialLa fabricacion de marcos y molduras, asi como la fabricacion de muebles de madera y sus derivados.",CIFB96564844,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE3109 - Fabricación de otros muebles,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución30-9-1996,,"Poligono industrial, 6, picassent, 46220, valencia",961234318,,,https://empresite.eleconomista.es/MOVAL-MOBILIARIO.html
