cnae;descripcion;puntuacion;motivo
8412;Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social;0;Regulación de servicios sin riesgo de vertidos industriales.
8413;Regulación de la actividad económica y contribución a su mayor eficiencia;0;Regulación económica sin riesgo de vertidos.
8421;Asuntos exteriores;0;Asuntos exteriores sin riesgo asociado a vertidos.
8422;Defensa;0;Defensa sin actividades potencialmente contaminantes.
8423;Justicia;0;Actividad judicial sin manipulación que cause vertidos.
8424;Orden público y seguridad;0;Actividades de orden público sin riesgos de vertidos.
8425;Protección civil;0;Protección civil sin exposición a vertidos industriales.
8430;Seguridad Social obligatoria;0;Actividades de seguridad social sin riesgo de vertidos.
8510;Educación preprimaria;0;Educación preprimaria sin riesgos de vertidos.
8520;Educación primaria;0;Educación primaria sin actividades potencialmente contaminantes.
8531;Educación secundaria general;0;Educación secundaria general sin riesgo de vertidos.
8532;Educación secundaria técnica y profesional;0;Educación secundaria técnica y profesional sin riesgo de vertidos.
8532;Educación secundaria técnica y profesional;0;Educación secundaria técnica y profesional sin riesgo de vertidos.
8532;Educación secundaria técnica y profesional;0;Educación secundaria técnica y profesional sin riesgo de vertidos.
8541;Educación postsecundaria no terciaria;0;Educación postsecundaria sin riesgo asociado a vertidos.
8543;Educación universitaria;0;Educación universitaria sin manipulación de materias peligrosas.
8544;Educación terciaria no universitaria;0;Educación terciaria no universitaria sin riesgo de vertidos industrial.
8551;Educación deportiva y recreativa;0;Educación deportiva y recreativa sin riesgos asociados.
8551;Educación deportiva y recreativa;0;Educación deportiva y recreativa sin riesgos asociados.
8552;Educación cultural;0;Educación cultural sin riesgo de vertidos.
8552;Educación cultural;0;Educación cultural sin riesgo de vertidos.
8552;Educación cultural;0;Educación cultural sin riesgo de vertidos.
8553;Actividades de las escuelas de conducción y pilotaje;0;Actividades de las escuelas de conducción sin manipulación de sustancias peligrosas.
8553;Actividades de las escuelas de conducción y pilotaje;0;Actividades de las escuelas de conducción sin manipulación de sustancias peligrosas.
8559;Otra educación n.c.o.p.;0;Otra educación sin riesgo de vertidos.
8559;Otra educación n.c.o.p.;0;Otra educación sin riesgo de vertidos.
8559;Otra educación n.c.o.p.;0;Otra educación sin riesgo de vertidos.
8560;Actividades auxiliares a la educación;0;Actividades auxiliares a la educación sin riesgos relacionados.
8610;Actividades hospitalarias;2;Actividades hospitalarias con posible riesgo bajo, aunque controlado.
8621;Actividades de medicina general;2;Actividades de medicina general con bajo riesgo de vertidos.
8622;Actividades de medicina especializada;2;Actividades de medicina especializada con bajo riesgo de vertidos.
8623;Actividades odontológicas;2;Actividades odontológicas con bajo riesgo de vertidos.
8690;Otras actividades sanitarias;2;Otras actividades sanitarias con bajo riesgo de vertidos.
8690;Otras actividades sanitarias;2;Otras actividades sanitarias con bajo riesgo de vertidos.
8690;Otras actividades sanitarias;2;Otras actividades sanitarias con bajo riesgo de vertidos.
8690;Otras actividades sanitarias;2;Otras actividades sanitarias con bajo riesgo de vertidos.
8710;Asistencia en establecimientos residenciales con cuidados sanitarios;2;Asistencia en establecimientos residenciales con cuidados sanitarios, riesgo bajo.
8710;Asistencia en establecimientos residenciales con cuidados sanitarios;2;Asistencia en establecimientos residenciales con cuidados sanitarios, riesgo bajo.
8720;Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia;2;Asistencia en residencias para personas con discapacidad, riesgo bajo.
8720;Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia;2;Asistencia en residencias para personas con discapacidad, riesgo bajo.
8720;Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia;2;Asistencia en residencias para personas con discapacidad, riesgo bajo.
8720;Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia;2;Asistencia en residencias para personas con discapacidad, riesgo bajo.
8731;Asistencia en establecimientos residenciales para personas mayores;2;Asistencia en residencias para personas mayores, con bajo riesgo.
8731;Asistencia en establecimientos residenciales para personas mayores;2;Asistencia en residencias para personas mayores, con bajo riesgo.
8732;Asistencia en establecimientos residenciales para personas con discapacidad  física;2;Asistencia en residencias para personas con discapacidad física, bajo riesgo.
8732;Asistencia en establecimientos residenciales para personas con discapacidad  física;0;Sin riesgo asociado a vertidos industriales.
8790;Otras actividades de asistencia en establecimientos residenciales;0;Sin riesgo asociado a vertidos industriales.
8790;Otras actividades de asistencia en establecimientos residenciales;0;Sin riesgo asociado a vertidos industriales.
8790;Otras actividades de asistencia en establecimientos residenciales;0;Sin riesgo asociado a vertidos industriales.
8811;Actividades de servicios sociales sin alojamiento para  personas mayores;0;Sin riesgo asociado a vertidos industriales.
8812;Actividades de servicios sociales sin alojamiento para  personas con discapacidad;0;Sin riesgo asociado a vertidos industriales.
8812;Actividades de servicios sociales sin alojamiento para  personas con discapacidad;0;Sin riesgo asociado a vertidos industriales.
8812;Actividades de servicios sociales sin alojamiento para  personas con discapacidad;0;Sin riesgo asociado a vertidos industriales.
8891;Actividades de cuidado diurno de niños;0;Sin riesgo asociado a vertidos industriales.
8899;Otras actividades de servicios sociales sin alojamiento n.c.o.p.;0;Sin riesgo asociado a vertidos industriales.
8899;Otras actividades de servicios sociales sin alojamiento n.c.o.p.;0;Sin riesgo asociado a vertidos industriales.
8899;Otras actividades de servicios sociales sin alojamiento n.c.o.p.;0;Sin riesgo asociado a vertidos industriales.
9001;Artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9001;Artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9001;Artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9002;Actividades auxiliares a las artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9002;Actividades auxiliares a las artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9002;Actividades auxiliares a las artes escénicas;0;Sin riesgo asociado a vertidos industriales.
9003;Creación artística y literaria;0;Sin riesgo asociado a vertidos industriales.
9003;Creación artística y literaria;0;Sin riesgo asociado a vertidos industriales.
9004;Gestión de salas de espectáculos;0;Sin riesgo asociado a vertidos industriales.
9102;Actividades de museos;0;Sin riesgo asociado a vertidos industriales.
9103;Gestión de lugares y edificios históricos;0;Sin riesgo asociado a vertidos industriales.
9104;Actividades de los jardines botánicos, parques zoológicos y reservas naturales;0;Sin riesgo asociado a vertidos industriales.
9105;Actividades de bibliotecas;0;Sin riesgo asociado a vertidos industriales.
9106;Actividades archivos;0;Sin riesgo asociado a vertidos industriales.
9106;Actividades archivos;0;Sin riesgo asociado a vertidos industriales.
9200;Actividades de juegos de azar y apuestas;0;Sin riesgo asociado a vertidos industriales.
9200;Actividades de juegos de azar y apuestas;0;Sin riesgo asociado a vertidos industriales.
9200;Actividades de juegos de azar y apuestas;0;Sin riesgo asociado a vertidos industriales.
9311;Gestión de instalaciones deportivas;0;Actividades de gestión de instalaciones deportivas, sin riesgo de vertidos.
9311;Gestión de instalaciones deportivas;0;Actividades de gestión de instalaciones deportivas, sin riesgo de vertidos.
9312;Actividades de los clubes deportivos;0;Actividades de los clubes deportivos, sin riesgo de vertidos.
9313;Actividades de los gimnasios;0;Actividades de los gimnasios, sin riesgo de vertidos.
9313;Actividades de los gimnasios;0;Actividades de los gimnasios, sin riesgo de vertidos.
9313;Actividades de los gimnasios;0;Actividades de los gimnasios, sin riesgo de vertidos.
9319;Otras actividades deportivas;0;Otras actividades deportivas, sin riesgo de vertidos.
9321;Actividades de los parques de atracciones y los parques temáticos;0;Actividades de los parques de atracciones y los parques temáticos, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9329;Otras actividades recreativas y de entretenimiento;0;Otras actividades recreativas y de entretenimiento, sin riesgo de vertidos.
9411;Actividades de organizaciones empresariales y patronales;0;Actividades de organizaciones empresariales y patronales, sin riesgo de vertidos.
9412;Actividades de organizaciones profesionales;0;Actividades de organizaciones profesionales, sin riesgo de vertidos.
9420;Actividades sindicales;0;Actividades sindicales, sin riesgo de vertidos.
9491;Actividades de organizaciones religiosas;0;Actividades de organizaciones religiosas, sin riesgo de vertidos.
9492;Actividades de organizaciones políticas;0;Actividades de organizaciones políticas, sin riesgo de vertidos.
9499;Otras actividades asociativas n.c.o.p.;0;Otras actividades asociativas n.c.o.p., sin riesgo de vertidos.
9499;Otras actividades asociativas n.c.o.p.;0;Otras actividades asociativas n.c.o.p., sin riesgo de vertidos.
9511;Reparación de ordenadores y equipos periféricos;0;Reparación de ordenadores y equipos periféricos, sin riesgo de vertidos.
9512;Reparación de equipos de comunicación;0;Reparación de equipos de comunicación, sin riesgo de vertidos.
9512;Reparación de equipos de comunicación;0;Reparación de equipos de comunicación, sin riesgo de vertidos.
9512;Reparación de equipos de comunicación;0;Reparación de equipos de comunicación, sin riesgo de vertidos.
9512;Reparación de equipos de comunicación;0;Reparación de equipos de comunicación, sin riesgo de vertidos.
9521;Reparación de aparatos electrónicos de audio y vídeo de uso doméstico;0;Reparación de aparatos electrónicos de audio y vídeo de uso doméstico, sin riesgo de vertidos.
9522;Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín;0;Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín, sin riesgo de vertidos.
9523;Reparación de calzado y artículos de cuero;0;Reparación de calzado y artículos de cuero, sin riesgo de vertidos.
9523;Reparación de calzado y artículos de cuero;0;Reparación de calzado y artículos de cuero, sin riesgo de vertidos.
9524;Reparación de muebles y artículos de menaje;0;La reparación de muebles y artículos de menaje no implica actividades que generen vertidos industriales.
9524;Reparación de muebles y artículos de menaje;0;La reparación de muebles y artículos de menaje no implica actividades que generen vertidos industriales.
9524;Reparación de muebles y artículos de menaje;0;La reparación de muebles y artículos de menaje no implica actividades que generen vertidos industriales.
9525;Reparación de relojes y joyería;0;La reparación de relojes y joyería no genera vertidos industriales.
9529;Reparación de otros efectos personales y artículos de uso doméstico;0;La reparación de efectos personales y artículos domésticos no implica actividad industrial generadora de vertidos.
9529;Reparación de otros efectos personales y artículos de uso doméstico;0;La reparación de efectos personales y artículos domésticos no implica actividad industrial generadora de vertidos.
9529;Reparación de otros efectos personales y artículos de uso doméstico;0;La reparación de efectos personales y artículos domésticos no implica actividad industrial generadora de vertidos.
9601;Lavado y limpieza de prendas textiles y de piel;2;El lavado y limpieza de prendas textiles puede generar residuos, pero generalmente son de bajo impacto.
9602;Peluquería y otros tratamientos de belleza;2;La peluquería y tratamientos de belleza pueden generar residuos, pero son de bajo riesgo.
9603;Pompas fúnebres y actividades relacionadas;0;Las actividades funerarias no generan vertidos industriales.
9604;Actividades de mantenimiento físico;0;Las actividades de mantenimiento físico no generan vertidos industriales significativos.
9604;Actividades de mantenimiento físico;0;Las actividades de mantenimiento físico no generan vertidos industriales significativos.
9609;Otros servicios personales n.c.o.p.;0;Otros servicios personales no generan vertidos industriales.
9609;Otros servicios personales n.c.o.p.;0;Otros servicios personales no generan vertidos industriales.
9700;Actividades de los hogares como empleadores de personal doméstico;0;Las actividades de los hogares como empleadores no generan vertidos industriales.
9900;Actividades de organizaciones y organismos extraterritoriales;0;Actividades de organismos extraterritoriales no generan vertidos industriales.
